st_co,CRCT_ST_CO,GEOID,DRY1997NUM,DRY1997CAL,HOG1997NUM,HOG1997CAL,BRL1997NUM,BRL1997CAL,LAY1997NUM,LAY1997CAL,ALL1997AU,COW2002NUM,COW2002CAL,DRY2002NUM,DRY2002CAL,HOG2002NUM,HOG2002CAL,BRL2002NUM,BRL2002CAL,LAY2002NUM,LAY2002CAL,ALL2002AU,COW2007NUM,COW2007CAL,DRY2007NUM,DRY2007CAL,HOG2007NUM,HOG2007CAL,BRL2007NUM,BRL2007CAL,LAY2007NUM,LAY2007CAL,ALL2007AU,COW2012NUM,COW2012CAL,DRY2012NUM,DRY2012CAL,HOG2012NUM,HOG2012CAL,BRL2012NUM,BRL2012CAL,LAY2012NUM,LAY2012CAL,ALL2012AU,COW2017FAC,COW2017NUM,COW2017CALC,DRY2017FAC,DRY2017NUM,DRY2017CAL,HOG2017FAC,HOG2017NUM,HOG2017CAL,BRL2017FAC,BRL2017NUM ,BRL2017CAL,LAY2017FAC,LAY2017NUM,LAY2017CAL,ALL2017AU
Texas_Sterling,Texas_Sterling,48431, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Stonewall,Texas_Stonewall,48433, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,49583,Y,,N,,N,5455,,,,,,,,,,,,,,,,0
Texas_Sutton,Texas_Sutton,48435, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Swisher,Texas_Swisher,48437, ,N, ,N, ,N, ,N,0,140283,N, ,N, ,N, ,N, ,N,123055,57104,Y, ,N, ,N, ,N, ,N,50091,87616,Y,,N,,N,,N,,N,76856,4,95758.94444,y,,,,,,,,,,,,,83980.59428
Texas_Tarrant,Texas_Tarrant,48439, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Taylor,Texas_Taylor,48441, ,N,12594,Y, ,N, ,N,1385.34,28980,Y, ,N, ,N, ,N, ,N,25421,14276,Y, ,N, ,N, ,N, ,N,12523,21904,Y,,N,,N,,N,,N,19214,1,23939.73611,y,,,,,,,,,,,,,20995.14857
Texas_Terrell,Texas_Terrell,48443, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Terry,Texas_Terry,48445, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N,2116,Y, ,N, ,N, ,N,2859,,N,4338,Y,,N,,N,,N,5862,,,,2,4769.73913,y,,,,,,,,,,6272.206957
Texas_Throckmorton,Texas_Throckmorton,48447, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Titus,Texas_Titus,48449, ,N, ,N,2893864,Y, ,N,6366.5008, ,N, ,N, ,N,3924805,Y, ,N,8626, ,N, ,N, ,N,3792815,Y, ,N,8336,,N,,N,,N,3628639,Y,,N,7975,,,,,,,,,,47,7786292.754,y,,,,17129.84406
Texas_Tom Green,Texas_TomGreen,48451,4500,N, ,N, ,N, ,N,607.5,28980,Y,6502,N, ,N, ,N, ,N,34207,28552,Y,6347,Y, ,N, ,N, ,N,33623,21904,Y,4338,Y,,N,,N,,N,25076,1,23939.73611,y,2,4769.73913,y,,,,,,,,,,27267.35553
Texas_Travis,Texas_Travis,48453, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Trinity,Texas_Trinity,48455, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Tyler,Texas_Tyler,48457, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Upshur,Texas_Upshur,48459,906,Y, ,N,542600,Y,350350,Y,2717.43, ,N,1319,Y, ,N,1682059,Y,545904,Y,7663, ,N,4231,Y, ,N,1197731,Y, ,N,8350,,N,2169,Y,,N,1336867,Y,,N,5869,,,,1,2384.869565,y,,,,2,331331.6066,y,,,,3865.033013
Texas_Upton,Texas_Upton,48461, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Uvalde,Texas_Uvalde,48463, ,N, ,N, ,N, ,N,0,28980,Y, ,N, ,N, ,N, ,N,25421,28552,Y, ,N, ,N, ,N, ,N,25046,43808,Y,,N,,N,,N,,N,38428,2,47879.47222,y,,,,,,,,,,,,,41990.29714
Texas_Val Verde,Texas_ValVerde,48465, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Van Zandt,Texas_VanZandt,48467,5833,N, ,N, ,N, ,N,787.455, ,N,5759,N, ,N, ,N, ,N,7782, ,N,5062,N, ,N, ,N, ,N,6841,,N,5081,N,,N,,N,,N,6866,,,,6,14309.21739,y,,,,,,,,,,18816.62087
Texas_Victoria,Texas_Victoria,48469, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Walker,Texas_Walker,48471, ,N,12594,Y, ,N, ,N,1385.34, ,N, ,N,42831,Y, ,N, ,N,4712, ,N, ,N,100042,Y, ,N, ,N,11006,,N,,N,99165,Y,,N,,N,10909,,,,,,,1,62890,y,,,,,,,6917.9
Texas_Waller,Texas_Waller,48473, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Ward,Texas_Ward,48475, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Washington,Texas_Washington,48477, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N,1091807,Y,4367, ,N, ,N, ,N, ,N,767217,Y,3069,,N,,N,,N,,N,673622,Y,2694,,,,1,2384.869565,y,,,,,,,1,925031.5263,y,6836.229584
Texas_Webb,Texas_Webb,48479, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Wharton,Texas_Wharton,48481, ,N, ,N, ,N,350350,Y,1401.4, ,N, ,N, ,N, ,N,545904,Y,2184, ,N, ,N, ,N, ,N,767217,Y,3069,,N,,N,,N,,N,673622,Y,2694,,,,,,,,,,,,,,,,0
Texas_Wheeler,Texas_Wheeler,48483, ,N, ,N, ,N, ,N,0,28980,Y, ,N, ,N, ,N, ,N,25421,28552,Y, ,N, ,N, ,N, ,N,25046,43808,Y,,N,,N,,N,,N,38428,1,23939.73611,y,,,,,,,,,,,,,20995.14857
Texas_Wichita,Texas_Wichita,48485, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Wilbarger,Texas_Wilbarger,48487, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Willacy,Texas_Willacy,48489, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Williamson,Texas_Williamson,48491, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Wilson,Texas_Wilson,48493,3322,N, ,N, ,N, ,N,448.47,14490,Y,2336,N, ,N, ,N, ,N,15868,28552,Y,2116,Y, ,N, ,N, ,N,27905,21904,Y,2169,Y,,N,,N,,N,22145,1,23939.73611,y,,,,,,,,,,,,,20995.14857
Texas_Winkler,Texas_Winkler,48495, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Wise,Texas_Wise,48497,906,Y, ,N, ,N, ,N,122.31, ,N,1319,Y, ,N, ,N, ,N,1782,14276,Y, ,N, ,N, ,N, ,N,12523,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Wood,Texas_Wood,48499,1812,Y, ,N,1266066,Y,350350,Y,4431.3652, ,N,1673,N, ,N,2242745,Y, ,N,7190, ,N,3900,N, ,N,3992437,Y, ,N,14045,,N,4150,N,,N,3819620,Y,,N,14003,,,,1,2384.869565,y,,,,26,4307310.885,y,,,,12612.18743
Texas_Yoakum,Texas_Yoakum,48501, ,N, ,N, ,N, ,N,0, ,N,1319,Y, ,N, ,N, ,N,1782, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Young,Texas_Young,48503, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Zapata,Texas_Zapata,48505, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Zavala,Texas_Zavala,48507, ,N, ,N, ,N, ,N,0,28980,Y, ,N, ,N, ,N, ,N,25421,28552,Y, ,N, ,N, ,N, ,N,25046,21904,Y,,N,,N,,N,,N,19214,1,23939.73611,y,,,,,,,,,,,,,20995.14857
Utah_Beaver,Utah_Beaver,49001,728,Y,262948,N, ,N, ,N,29022.56, ,N, ,N,470835,Y, ,N, ,N,51797, ,N,727,Y,553277,Y, ,N, ,N,61849,,N,1067,Y,538578,Y,,N,,N,60691,,,,2,2577.777778,y,5,340005,y,,,,,,,40790.32778
Utah_Box Elder,Utah_BoxElder,49003,1456,Y,1073,Y, ,N, ,N,314.59,3340,Y,6020,N, ,N, ,N, ,N,11065,4530,Y,6605,N, ,N, ,N, ,N,12900,3994,Y,6260,N,,N,,N,,N,11963,4,2400,n,4,6699,n,,,,,,,,,,10913.985
Utah_Cache,Utah_Cache,49005,728,Y,11990,N, ,N,324932,Y,2716.908,3340,Y,2333,N,94167,Y, ,N,681224,Y,19167,2265,Y,2698,N,118559,Y, ,N,711748,Y,21523,3994,Y,5075,N,6050,N,,N,755313,Y,14049,1,1076.111111,y,9,6455,n,1,68001,y,,,,1,885842.6,y,20455.55484
Utah_Carbon,Utah_Carbon,49007, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Utah_Daggett,Utah_Daggett,49009, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Utah_Davis,Utah_Davis,49011, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Utah_Duchesne,Utah_Duchesne,49013, ,N, ,N, ,N, ,N,0,3340,Y,765,Y, ,N, ,N, ,N,3964, ,N,727,Y, ,N, ,N, ,N,982,,N,2133,Y,,N,,N,,N,2883,1,1076.111111,y,3,2680,n,,,,,,,,,,4467.949444
Utah_Emery,Utah_Emery,49015, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Utah_Garfield,Utah_Garfield,49017, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Utah_Grand,Utah_Grand,49019, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Utah_Iron,Utah_Iron,49021,2224,N, ,N, ,N, ,N,300.24, ,N,2294,Y,47084,Y, ,N, ,N,8280,2265,Y,1455,Y,79040,Y, ,N, ,N,12648,,N,8580,N,179526,Y,,N,,N,31344,1,1076.111111,y,3,11347,n,2,136002,y,,,,,,,30825.27444
Utah_Juab,Utah_Juab,49023, ,N, ,N, ,N, ,N,0, ,N,765,Y, ,N, ,N, ,N,1034, ,N,727,Y, ,N, ,N, ,N,982,,N,2133,Y,,N,,N,,N,2883,,,,2,2577.777778,y,,,,,,,,,,3389.777778
Utah_Kane,Utah_Kane,49025, ,N, ,N, ,N, ,N,0,3340,Y, ,N, ,N, ,N, ,N,2930, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Utah_Millard,Utah_Millard,49027,5872,N, ,N, ,N, ,N,792.72, ,N,13102,N, ,N, ,N,681224,Y,20430,4530,Y,11990,N, ,N, ,N,711748,Y,23024,,N,15313,N,,N,,N,755313,Y,23714,1,1076.111111,y,6,11246,n,,,,,,,1,885842.6,y,19275.60984
Utah_Morgan,Utah_Morgan,49029, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Utah_Piute,Utah_Piute,49031, ,N, ,N, ,N, ,N,0, ,N,765,Y, ,N, ,N, ,N,1034, ,N,1455,Y, ,N, ,N, ,N,1966,,N,1067,Y,,N,,N,,N,1441,,,,1,1288.888889,y,,,,,,,,,,1694.888889
Utah_Rich,Utah_Rich,49033, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Utah_Salt Lake,Utah_SaltLake,49035, ,N, ,N, ,N,324932,Y,1299.728, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Utah_San Juan,Utah_SanJuan,49037, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Utah_Sanpete,Utah_Sanpete,49039,2827,N, ,N, ,N, ,N,381.645, ,N,4730,N, ,N, ,N, ,N,6392, ,N,6963,N, ,N, ,N, ,N,9409,,N,5654,N,,N,,N,,N,7641,2,2152.222222,y,3,6820,n,,,,,,,,,,10855.79889
Utah_Sevier,Utah_Sevier,49041,1456,Y, ,N, ,N, ,N,196.56,3340,Y,1529,Y, ,N, ,N, ,N,4996,4530,Y,2220,N, ,N, ,N, ,N,6974,3994,Y,2133,Y,,N,,N,,N,6386,1,1076.111111,y,3,4070,n,,,,,,,,,,6295.799444
Utah_Summit,Utah_Summit,49043, ,N, ,N, ,N, ,N,0,3300,N, ,N, ,N, ,N, ,N,2895, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,1,1288.888889,y,,,,,,,,,,1694.888889
Utah_Tooele,Utah_Tooele,49045, ,N,1073,Y, ,N,324932,Y,1417.758, ,N, ,N, ,N, ,N,681224,Y,2725, ,N, ,N, ,N, ,N,711748,Y,2847,,N,,N,,N,,N,755313,Y,3021,,,,,,,,,,,,,1,885842.6,y,3543.3704
Utah_Uintah,Utah_Uintah,49047, ,N, ,N, ,N, ,N,0,3340,Y, ,N, ,N, ,N, ,N,2930, ,N, ,N, ,N, ,N, ,N,,,N,1067,Y,,N,,N,,N,1441,1,1076.111111,y,1,1288.888889,y,,,,,,,,,,2638.638333
Utah_Utah,Utah_Utah,49049,2460,N,1073,Y, ,N,649864,Y,3049.586,6681,Y,5345,N,47084,Y, ,N,1362449,Y,23714,2265,Y,10112,N, ,N, ,N,1423496,Y,21346,,N,13756,N,,N,,N,1510627,Y,24632,,,,4,13400,n,,,,,,,2,1771685.2,y,24707.7408
Utah_Wasatch,Utah_Wasatch,49051, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Utah_Washington,Utah_Washington,49053, ,N, ,N, ,N, ,N,0,3340,Y, ,N, ,N, ,N, ,N,2930,2265,Y, ,N, ,N, ,N, ,N,1987,,N,,N,,N,,N,,N,,1,1076.111111,y,,,,,,,,,,,,,943.7494444
Utah_Wayne,Utah_Wayne,49055,728,Y, ,N, ,N, ,N,98.28, ,N,765,Y, ,N, ,N, ,N,1034, ,N,727,Y, ,N, ,N, ,N,982,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Utah_Weber,Utah_Weber,49057,728,Y, ,N, ,N, ,N,98.28, ,N,1529,Y, ,N, ,N, ,N,2066, ,N,2741,N, ,N, ,N, ,N,3704,,N,2133,Y,,N,,N,,N,2883,,,,2,2577.777778,y,,,,,,,,,,3389.777778
Vermont_Addison,Vermont_Addison,50001,2731,N, ,N, ,N, ,N,368.685,925,Y,8699,N, ,N, ,N, ,N,12566.40351,845,Y,12828,N, ,N, ,N, ,N,18076.22807,585,Y,15827,N,,N,,N,,N,21901,,,,22,20921,n,,,,,,,,,,27511.115
Vermont_Bennington,Vermont_Bennington,50003, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Vermont_Caledonia,Vermont_Caledonia,50005,1202,Y, ,N, ,N, ,N,162.27, ,N, ,N, ,N, ,N, ,N,, ,N,1184,Y, ,N, ,N, ,N,1600,,N,1371,Y,,N,,N,,N,1852,,,,2,1596.75,y,,,,,,,,,,2099.72625
Vermont_Chittenden,Vermont_Chittenden,50007, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Vermont_Essex,Vermont_Essex,50009, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Vermont_Franklin,Vermont_Franklin,50011,4635,N, ,N, ,N, ,,625.725, ,N,7985,N, ,N, ,N,400, ,10791, ,N,13910,N, ,N, ,N,, ,18797,,N,16279,N,,N,,N,,,21999,,,,17,17876,n,,,,,,,,,,23506.94
Vermont_Grand Isle,Vermont_GrandIsle,50013, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N,1684,N, ,N, ,N, ,N,2276,,N,1905,N,,N,,N,,N,2574,,,,2,1596.75,y,,,,,,,,,,2099.72625
Vermont_Lamoille,Vermont_Lamoille,50015, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N,592,Y, ,N, ,N, ,N,800,,N,685,Y,,N,,N,,N,926,1,,y,1,798.375,y,,,,,,,,,,1049.863125
Vermont_Orange,Vermont_Orange,50017, ,N, ,N, ,N, ,N,0, ,N,1463,Y, ,N, ,N, ,N,1977, ,N,2241,N, ,N, ,N, ,N,3028,,N,2720,N,,N,,N,,N,3676,,,,3,2955,n,,,,,,,,,,3885.825
Vermont_Orleans,Vermont_Orleans,50019,6290,N, ,N, ,N, ,N,849.15, ,N,7728,N, ,N, ,N, ,N,10443, ,N,9160,N, ,N, ,N, ,N,12378,,N,9973,N,,N,,N,,N,13477,,,,6,10920,n,,,,,,,,,,14359.8
Vermont_Rutland,Vermont_Rutland,50021, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Vermont_Washington,Vermont_Washington,50023,601,Y, ,N, ,N, ,N,81.135, ,N,731,Y, ,N, ,N, ,N,988, ,N,1184,Y, ,N, ,N, ,N,1600,,N,1371,Y,,N,,N,,N,1852,,,,2,1596.75,y,,,,,,,,,,2099.72625
Vermont_Windham,Vermont_Windham,50025,601,Y, ,N, ,N, ,N,81.135, ,N,731,Y, ,N, ,N, ,N,988, ,N,1817,N, ,N, ,N, ,N,2455,,N,1371,Y,,N,,N,,N,1852,,,,3,2045,n,,,,,,,,,,2689.175
Vermont_Windsor,Vermont_Windsor,50027, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,685,Y,,N,,N,,N,926,,,,1,798.375,y,,,,,,,,,,1049.863125
Virginia_Accomack,Virginia_Accomack,51001, ,N, ,N,2198971,Y, ,N,4837.7362, ,N, ,N, ,N,2849430,Y, ,N,6262, ,N, ,N, ,N,4056147,Y, ,N,8915,,N,,N,10419,Y,4005156,Y,,N,9949,,,,,,,,,,23,3614362.782,y,,,,7951.598121
Virginia_Albemarle,Virginia_Albemarle,51003, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Virginia_Alleghany,Virginia_Alleghany,51005, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Virginia_Amelia,Virginia_Amelia,51007, ,N, ,N,1184062,Y,311527,Y,3851.0444, ,N, ,N, ,N,1036156,Y,363323,Y,3730, ,N,690,Y, ,N,1622459,Y,363256,Y,5951,,N,,N,,N,1232356,Y,389059,Y,4265,,,,1,914.3,y,,,,7,1100023.456,y,,,,3622.356102
Virginia_Amherst,Virginia_Amherst,51009, ,N, ,N, ,N, ,N,0,1765,Y, ,N, ,N, ,N, ,N,1548, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Virginia_Appomattox,Virginia_Appomattox,51011, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Virginia_Arlington,Virginia_Arlington,51013, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Virginia_Augusta,Virginia_Augusta,51015, ,N, ,N,507455,Y, ,N,1116.401,1765,Y,689,Y, ,N,777117,Y, ,N,4187, ,N,690,Y, ,N,1784705,Y, ,N,4854,,N,1900,N,,N,1848533,Y,,N,6630,,,,3,2075,n,,,,15,2357193.119,y,,,,7914.449862
Virginia_Bath,Virginia_Bath,51017, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Virginia_Bedford,Virginia_Bedford,51019, ,N, ,N, ,N, ,N,0, ,N, ,N,11146,Y, ,N, ,N,1226, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Virginia_Bland,Virginia_Bland,51021, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Virginia_Botetourt,Virginia_Botetourt,51023, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Virginia_Brunswick,Virginia_Brunswick,51025, ,N,7506,Y, ,N, ,N,825.66, ,N, ,N,22292,Y, ,N, ,N,2452, ,N, ,N,12362,Y, ,N, ,N,1360,,N,,N,10419,Y,,N,,N,1146,,,,,,,1,11114.92857,y,,,,,,,1222.642143
Virginia_Buchanan,Virginia_Buchanan,51027, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Virginia_Buckingham,Virginia_Buckingham,51029, ,N,13352,N, ,N, ,N,1468.72, ,N, ,N,16780,N,259039,Y, ,N,2415, ,N, ,N,25712,N,973475,Y, ,N,4969,,N,,N,20909,N,462133,Y,,N,3316,,,,,,,5,17300,n,6,942877.2476,y,,,,3977.329945
Virginia_Campbell,Virginia_Campbell,51031, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Virginia_Caroline,Virginia_Caroline,51033, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Virginia_Carroll,Virginia_Carroll,51035, ,N, ,N, ,N, ,N,0,1765,Y, ,N, ,N, ,N, ,N,1548, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Virginia_Charles City,Virginia_CharlesCity,51036, ,N,7506,Y, ,N, ,N,825.66, ,N, ,N,11146,Y, ,N, ,N,1226, ,N, ,N,12362,Y, ,N, ,N,1360,,N,,N,10419,Y,,N,,N,1146,,,,,,,1,11114.92857,y,,,,,,,1222.642143
Virginia_Charlotte,Virginia_Charlotte,51037, ,N,15013,Y, ,N, ,N,1651.43, ,N, ,N,22292,Y, ,N, ,N,2452, ,N, ,N,24723,Y, ,N, ,N,2720,,N,,N,10419,Y,,N,,N,1146,,,,,,,3,14750,n,1,157146.2079,y,,,,1968.221657
Virginia_Chesapeake City,Virginia_Chesapeake,51550, ,N,15013,Y, ,N, ,N,1651.43,1765,Y, ,N,11146,Y, ,N, ,N,2774,1726,Y, ,N,12362,Y, ,N, ,N,2874.035088,1366,Y,,N,,N,,N,,N,1198,,,,,,,,,,,,,,,,0
Virginia_Chesterfield,Virginia_Chesterfield,51041, ,N, ,N,169152,Y, ,N,372.1344, ,N, ,N, ,N,129520,Y, ,N,285, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
